Food code;Main food description;Subcode;Subcode description;WWEIA Category number;WWEIA Category description;Seq num;Portion description;Portion weight (g)
11720431;Infant formula, ready-to-feed (Similac Expert Care for Diarrhea);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11720431;Infant formula, ready-to-feed (Similac Expert Care for Diarrhea);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11720610;Infant formula, NS as to form (Gerber Good Start Soy);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11720610;Infant formula, NS as to form (Gerber Good Start Soy);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11720611;Infant formula, ready-to-feed (Gerber Good Start Soy);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11720611;Infant formula, ready-to-feed (Gerber Good Start Soy);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11720612;Infant formula, liquid concentrate, made with water, NFS (Gerber Good Start Soy);;;9406;Formula, prepared from concentrate;1;1 fl oz;30,5
11720612;Infant formula, liquid concentrate, made with water, NFS (Gerber Good Start Soy);;;9406;Formula, prepared from concentrate;2;Quantity not specified;-9
11720613;Infant formula, powder, made with water, NFS (Gerber Good Start Soy);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11720613;Infant formula, powder, made with water, NFS (Gerber Good Start Soy);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11720614;Infant formula, liquid concentrate, made with tap water (Gerber Good Start Soy);;;9406;Formula, prepared from concentrate;1;1 fl oz;30,5
11720614;Infant formula, liquid concentrate, made with tap water (Gerber Good Start Soy);;;9406;Formula, prepared from concentrate;2;Quantity not specified;-9
11720615;Infant formula, liquid concentrate, made with plain bottled water (Gerber Good Start Soy);;;9406;Formula, prepared from concentrate;1;1 fl oz;30,5
11720615;Infant formula, liquid concentrate, made with plain bottled water (Gerber Good Start Soy);;;9406;Formula, prepared from concentrate;2;Quantity not specified;-9
11720616;Infant formula, liquid concentrate, made with baby water (Gerber Good Start Soy);;;9406;Formula, prepared from concentrate;1;1 fl oz;30,5
11720616;Infant formula, liquid concentrate, made with baby water (Gerber Good Start Soy);;;9406;Formula, prepared from concentrate;2;Quantity not specified;-9
11720617;Infant formula, powder, made with tap water (Gerber Good Start Soy);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11720617;Infant formula, powder, made with tap water (Gerber Good Start Soy);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11720618;Infant formula, powder, made with plain bottled water (Gerber Good Start Soy);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11720618;Infant formula, powder, made with plain bottled water (Gerber Good Start Soy);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11720619;Infant formula, powder, made with baby water (Gerber Good Start Soy);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11720619;Infant formula, powder, made with baby water (Gerber Good Start Soy);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11720620;Infant formula, NS as to form (Gerber Graduates Soy);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11720620;Infant formula, NS as to form (Gerber Graduates Soy);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11720800;Infant formula, NS as to form (Store Brand Soy);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11720800;Infant formula, NS as to form (Store Brand Soy);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11720801;Infant formula, ready-to-feed (Store brand Soy);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11720801;Infant formula, ready-to-feed (Store brand Soy);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11720802;Infant formula, liquid concentrate, made with water, NFS (Store Brand Soy);;;9406;Formula, prepared from concentrate;1;1 fl oz;30,5
11720802;Infant formula, liquid concentrate, made with water, NFS (Store Brand Soy);;;9406;Formula, prepared from concentrate;2;Quantity not specified;-9
11720803;Infant formula, powder, made with water, NFS (Store Brand Soy);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11720803;Infant formula, powder, made with water, NFS (Store Brand Soy);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11720807;Infant formula, powder, made with tap water (Store Brand Soy);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11720807;Infant formula, powder, made with tap water (Store Brand Soy);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11720808;Infant formula, powder, made with plain bottled water (Store Brand Soy);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11720808;Infant formula, powder, made with plain bottled water (Store Brand Soy);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11720809;Infant formula, powder, made with baby water (Store Brand Soy);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11720809;Infant formula, powder, made with baby water (Store Brand Soy);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11740310;Infant formula, NS as to form (Enfamil Nutramigen);;;9402;Formula, ready-to-feed;1;1 fl oz;30,8
11740310;Infant formula, NS as to form (Enfamil Nutramigen);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11740311;Infant formula, ready-to-feed (Enfamil Nutramigen);;;9402;Formula, ready-to-feed;1;1 fl oz;30,8
11740311;Infant formula, ready-to-feed (Enfamil Nutramigen);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11740312;Infant formula, liquid concentrate, made with water, NFS (Enfamil Nutramigen);;;9406;Formula, prepared from concentrate;1;1 fl oz;30,8
11740312;Infant formula, liquid concentrate, made with water, NFS (Enfamil Nutramigen);;;9406;Formula, prepared from concentrate;2;Quantity not specified;-9
11740313;Infant formula, powder, made with water, NFS (Enfamil Nutramigen);;;9404;Formula, prepared from powder;1;1 fl oz;30,8
11740313;Infant formula, powder, made with water, NFS (Enfamil Nutramigen);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11740320;Infant formula, NS as to form (PurAmino);;;9402;Formula, ready-to-feed;1;1 fl oz;30,8
11740320;Infant formula, NS as to form (PurAmino);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11740323;Infant formula, powder, made with water, NFS (PurAmino);;;9404;Formula, prepared from powder;1;1 fl oz;30,8
11740323;Infant formula, powder, made with water, NFS (PurAmino);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11740400;Infant formula, NS as to form (Enfamil Pregestimil);;;9402;Formula, ready-to-feed;1;1 fl oz;30,8
11740400;Infant formula, NS as to form (Enfamil Pregestimil);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11740401;Infant formula, ready-to-feed (Enfamil Pregestimil);;;9402;Formula, ready-to-feed;1;1 fl oz;30,8
11740401;Infant formula, ready-to-feed (Enfamil Pregestimil);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11740403;Infant formula, powder, made with water, NFS (Enfamil Pregestimil);;;9404;Formula, prepared from powder;1;1 fl oz;30,8
11740403;Infant formula, powder, made with water, NFS (Enfamil Pregestimil);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11740511;Infant formula, ready-to-feed, low iron (Enfamil Premature 20 Cal);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11740511;Infant formula, ready-to-feed, low iron (Enfamil Premature 20 Cal);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11740521;Infant formula, ready-to-feed, with iron (Enfamil Premature 20 Cal);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11740521;Infant formula, ready-to-feed, with iron (Enfamil Premature 20 Cal);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11810000;Milk, dry, not reconstituted, NS as to fat content;;;9999;Not included in a food category;1;1 cup;128
11810000;Milk, dry, not reconstituted, NS as to fat content;;;9999;Not included in a food category;2;Quantity not specified;43
11811000;Milk, dry, not reconstituted, whole;;;9999;Not included in a food category;1;1 cup;128
11811000;Milk, dry, not reconstituted, whole;;;9999;Not included in a food category;2;Quantity not specified;43
11812000;Milk, dry, not reconstituted, low fat (1%);;;9999;Not included in a food category;1;1 cup;120
11812000;Milk, dry, not reconstituted, low fat (1%);;;9999;Not included in a food category;2;Quantity not specified;40
11813000;Milk, dry, not reconstituted, fat free (skim);;;9999;Not included in a food category;1;1 cup;68
11813000;Milk, dry, not reconstituted, fat free (skim);;;9999;Not included in a food category;2;1 envelope (1-1/3 cup);91
11813000;Milk, dry, not reconstituted, fat free (skim);;;9999;Not included in a food category;3;1/3 cup (makes 1 cup reconstituted milk);23
11813000;Milk, dry, not reconstituted, fat free (skim);;;9999;Not included in a food category;4;Quantity not specified;23
11825000;Whey, sweet, dry;;;9999;Not included in a food category;2;Quantity not specified;8
11825000;Whey, sweet, dry;;;9999;Not included in a food category;3;1 tablespoon;7,5
11830150;Cocoa powder, not reconstituted;;;9999;Not included in a food category;1;1 tablespoon;5
11830150;Cocoa powder, not reconstituted;;;9999;Not included in a food category;2;Quantity not specified;5
11830150;Cocoa powder, not reconstituted;;;9999;Not included in a food category;3;Guideline amount per fl oz of beverage;0,6
11830160;Chocolate beverage powder, dry mix, not reconstituted;;;9999;Not included in a food category;1;1 tablespoon;10
11830160;Chocolate beverage powder, dry mix, not reconstituted;;;9999;Not included in a food category;2;Quantity not specified;20
11830160;Chocolate beverage powder, dry mix, not reconstituted;;;9999;Not included in a food category;3;Guideline amount per fl oz of beverage;2,5
11830165;Chocolate beverage powder, light, dry mix, not reconstituted;;;9999;Not included in a food category;1;1 tablespoon;10
11830165;Chocolate beverage powder, light, dry mix, not reconstituted;;;9999;Not included in a food category;2;Quantity not specified;20
11830165;Chocolate beverage powder, light, dry mix, not reconstituted;;;9999;Not included in a food category;3;Guideline amount per fl oz of beverage;2,5
11830260;Milk, malted, dry mix, not reconstituted;;;9999;Not included in a food category;1;1 tablespoon;5,5
11830260;Milk, malted, dry mix, not reconstituted;;;9999;Not included in a food category;2;Quantity not specified;11
11830260;Milk, malted, dry mix, not reconstituted;;;9999;Not included in a food category;3;Guideline amount per fl oz of beverage;1,4
11830400;Strawberry beverage powder, dry mix, not reconstituted;;;9999;Not included in a food category;1;1 tablespoon;10
11830400;Strawberry beverage powder, dry mix, not reconstituted;;;9999;Not included in a food category;2;Quantity not specified;20
11830400;Strawberry beverage powder, dry mix, not reconstituted;;;9999;Not included in a food category;3;Guideline amount per fl oz of beverage;2,5
12100100;Cream, NS as to light, heavy, or half and half;;;8008;Cream and cream substitutes;1;1 cup;240
12100100;Cream, NS as to light, heavy, or half and half;;;8008;Cream and cream substitutes;2;1 fl oz;30
12100100;Cream, NS as to light, heavy, or half and half;;;8008;Cream and cream substitutes;3;1 individual container;11
12100100;Cream, NS as to light, heavy, or half and half;;;8008;Cream and cream substitutes;4;Guideline amount per fl oz of beverage;2,5
12100100;Cream, NS as to light, heavy, or half and half;;;8008;Cream and cream substitutes;5;Quantity not specified;20
12110100;Cream, light;;;8008;Cream and cream substitutes;1;1 cup;240
12110100;Cream, light;;;8008;Cream and cream substitutes;2;1 fl oz;30
12110100;Cream, light;;;8008;Cream and cream substitutes;3;1 individual container;11
12110100;Cream, light;;;8008;Cream and cream substitutes;4;Guideline amount per fl oz of beverage;2,5
12110100;Cream, light;;;8008;Cream and cream substitutes;5;Quantity not specified;20
12120100;Cream, half and half;;;8008;Cream and cream substitutes;1;1 cup;240
12120100;Cream, half and half;;;8008;Cream and cream substitutes;2;1 fl oz;30
12120100;Cream, half and half;;;8008;Cream and cream substitutes;3;1 individual container (.5 fl oz);15
12120100;Cream, half and half;;;8008;Cream and cream substitutes;4;Guideline amount per fl oz of beverage;2,5
12120100;Cream, half and half;;;8008;Cream and cream substitutes;5;Quantity not specified;20
12120106;Cream, half and half, flavored;;;8008;Cream and cream substitutes;1;1 cup;240
12120106;Cream, half and half, flavored;;;8008;Cream and cream substitutes;2;1 fl oz;30
12120106;Cream, half and half, flavored;;;8008;Cream and cream substitutes;3;1 individual container (.5 fl oz);15
12120106;Cream, half and half, flavored;;;8008;Cream and cream substitutes;4;Guideline amount per fl oz of beverage;2,5
12120106;Cream, half and half, flavored;;;8008;Cream and cream substitutes;5;Quantity not specified;30
12120110;Cream, half and half, fat free;;;8008;Cream and cream substitutes;1;1 cup;240
12120110;Cream, half and half, fat free;;;8008;Cream and cream substitutes;2;1 fl oz;30
12120110;Cream, half and half, fat free;;;8008;Cream and cream substitutes;3;Guideline amount per fl oz of beverage;2,5
12120110;Cream, half and half, fat free;;;8008;Cream and cream substitutes;4;Quantity not specified;30
12130100;Cream, heavy;;;8008;Cream and cream substitutes;1;1 cup;240
12130100;Cream, heavy;;;8008;Cream and cream substitutes;2;1 fl oz;30
12130100;Cream, heavy;;;8008;Cream and cream substitutes;3;Guideline amount per fl oz of beverage;2,5
12130100;Cream, heavy;;;8008;Cream and cream substitutes;4;Quantity not specified;20
